bias words,assertatives,factives,hedges,implicatives,report verbs,positive opinion words,negative opinion words,message,polarity
0.2727272727272727,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,That's awesome! 🎉 It's great to see things improving. Less crime means safer communities for everyone. Keep it going! 💪,0.4972650422675285
0.3076923076923077,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.0,Totally agree! 🙌 It's amazing to see such progress. Feels good knowing our neighborhoods are getting safer. Let's keep this positive trend rolling! 🚀,0.9935419771485345
0.4090909090909091,0.045454545454545456,0.0,0.0,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.0,Totally agree! 🙌 It's so good to hear some positive news for a change. Let's keep those numbers down! 🚀,0.9891196834817013
0.3157894736842105,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,Absolutely! 🙌 It's refreshing to see some good news for once. Let's keep the momentum going! 💪✨,0.9905894006934126
0.17142857142857143,0.0,0.0,0.0,0.0,0.02857142857142857,0.11428571428571428,0.0,Absolutely! 😄 It's such a relief to hear this. It's like we're finally seeing some light at the end of the tunnel. Keeping our communities safe is the best feeling ever! 🌟,0.9913258983890955
0.34782608695652173,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.0,Absolutely! 🎉 It's about time we hear something uplifting. Let's keep up the good work and make it even better! 💪✨,0.9942828734775043
0.3333333333333333,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,Absolutely! 🙌 It's about time we hear something good. Let's keep pushing for safer communities! 🎉,0.9823182711198428
0.3076923076923077,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.11538461538461539,0.0,Absolutely! 🙌 It's about time we celebrate some good news. Let's keep the good vibes going and make sure those numbers stay low! 🎉,0.991407799074686
0.21739130434782608,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.0,Absolutely! 🎉 It's awesome to see things getting better. Let's keep the good vibes going and stay safe out there! 💪✨,0.9942828734775043
0.3333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.0,"It's about time we got some good news, right? 😎 Let's keep this trend going and make our communities even safer! 🎉",0.9881422924901185
