bias words,assertatives,factives,hedges,implicatives,report verbs,positive opinion words,negative opinion words,message,polarity
0.1111111111111111,0.0,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.044444444444444446,"It's wild that the US is still lagging behind on this! 🤯 New parents deserve paid leave to bond with their babies and take care of themselves. Other countries are doing it, why can't we? 🤔 It's time for a change! 💪",-0.9779951100244498
0.1346153846153846,0.019230769230769232,0.0,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464,"Totally agree! It's crazy how behind the times we are. New parents need that time to adjust and bond. It's not just a luxury, it's a necessity! Other countries have figured it out, so why are we stuck in the past? Let's get with the program, US! 🙌",-0.327653997378768
0.14634146341463414,0.024390243902439025,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.024390243902439025,"Totally agree! 🙌 It's crazy that the US hasn't caught up yet. New parents definitely need that time to adjust and bond. Other countries have figured it out, so we should too! Let's push for that change! 🚀",-0.9606147934678194
0.1891891891891892,0.02702702702702703,0.0,0.02702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,"Totally agree! It's crazy how the US is behind on this. New parents need that time to adjust and bond. Other countries got it right, and we should too! Let's push for that change! 💪👶",0.0
0.1111111111111111,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,"Right?! It's wild how other places have it sorted, and we're still lagging. New parents def need that support. Time to catch up, US! 🙌",-0.3303600925008259
0.09090909090909091,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.09090909090909091,"Right?! It's wild that the US is still lagging. New parents deserve that time without stress. Other places are nailing it, we gotta catch up! Time for a big change! 🙌❤️",-0.9891196834817013
0.2682926829268293,0.024390243902439025,0.0,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.0,"Totally agree! 🙌 It's about time the US steps up and supports new parents. They deserve that time to bond and heal. Other countries are setting a great example, and we should follow suit. Let's make it happen! 💥",0.9865175928970733
0.3076923076923077,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.0,"Right?! It's about time the US catches up with the rest of the world. New parents deserve that support. It's not just good for families, it's good for society too! Let's make it happen! 💪👶",0.9871668311944719
0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,"Exactly! It's 2023, and the US still can't catch up with the rest of the world on this one. New parents deserve better! We gotta step up and make some noise for change! 🗣️💥",0.0
0.20930232558139536,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.06976744186046512,"Absolutely! It's about time the US steps up. New parents deserve the support to bond with their little ones. Other countries are way ahead, and it's embarrassing we're lagging. Let's make some noise and push for this change! 💥👨‍👩‍👧‍👦",-0.49468216670789017
0.15,0.0,0.0,0.0,0.0,0.025,0.075,0.0,"Right?! It's like we're living in the stone age with this stuff. Parents deserve that time off, no question. Other countries are doing it right, why can't we? It's a basic need, not a luxury! 🍼👶",0.9868421052631579
0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,Do you think the US will ever catch up with other countries on paid parental leave? 🤔 Or is it gonna stay the same forever? 🍼,0.0
0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Absolutely! It's wild that the US hasn't caught up yet. New parents deserve that time to chill and connect with their babies. Other places have it figured out, so why can't we? Time for a change! 🙌🍼",-0.9803921568627451
