bias words,assertatives,factives,hedges,implicatives,report verbs,positive opinion words,negative opinion words,message,polarity
0.2,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,"Zelenskyy showing support? That's awesome! 🌟 If he's stepping up for Harris, it's gotta mean something good. Politics can be wild, but having international figures taking sides is kinda cool. 💪",0.5958291956305859
0.14705882352941177,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,"Totally agree! Zelenskyy backing Harris is a big deal! 🌍 It's like a global thumbs up for her. Politics is a wild ride, and this just adds some international flavor to it. 🍿",0.0
0.16666666666666666,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.1,0.03333333333333333,"Totally agree! 🌍 Zelenskyy supporting Harris is a big deal! Shows how much respect and influence she has. Politics sure is a rollercoaster, but this kinda support is epic! 🚀",0.4962779156327544
0.12903225806451613,0.0,0.06451612903225806,0.0,0.0,0.06451612903225806,0.16129032258064516,0.0,Absolutely! Zelenskyy's support for Harris is like getting a VIP endorsement! 🌟 It's awesome to see leaders backing each other up across borders. Makes politics even more exciting! 🚀,0.9938382031405287
0.19444444444444445,0.0,0.027777777777777776,0.0,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.027777777777777776,Absolutely! Zelenskyy showing support is like a huge international endorsement! 🌟 It's wild how politics can bring people together from all over the world. Can't wait to see how this shakes things up! 🚀,0.49554013875123887
0.16666666666666666,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.08333333333333333,0.041666666666666664,"Wow, that's wild! 🌟 Politics is like a never-ending drama show, right? Can't wait to see how this all plays out! 🎢",0.33068783068783064
0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,"Absolutely! 🌟 Zelenskyy stepping in like that is massive! It just proves Harris has got some serious clout. Politics is wild, but this is next level! 🔥",0.3303600925008259
0.1935483870967742,0.0,0.06451612903225806,0.0,0.0,0.06451612903225806,0.12903225806451613,0.0,Absolutely! Zelenskyy showing support for Harris is like a big international high-five! 🌟 It's awesome to see leaders from different countries getting involved. Makes politics more exciting and global! 🌐💪,0.9923096005953858
0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.0,0.15384615384615385,0.0,Absolutely! Zelenskyy supporting Harris is huge! 🌟 It's like getting a VIP endorsement from the global stage. Makes the political scene even more exciting! 🎉,0.9935419771485345
0.21428571428571427,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,Do you think it's really appropriate for international leaders to get involved in another country's elections? 🤔 Or is it just part of the political game?,0.9727626459143969
0.20689655172413793,0.0,0.06896551724137931,0.034482758620689655,0.0,0.10344827586206896,0.1724137931034483,0.0,Absolutely! Zelenskyy showing support for Harris is like a global endorsement! 🌟 It's exciting to see international figures getting involved. Makes politics feel like a worldwide event! 🌎,0.9942334460131239
0.12121212121212122,0.030303030303030304,0.030303030303030304,0.0,0.0,0.06060606060606061,0.06060606060606061,0.0,Totally agree! Zelenskyy backing Harris just shows how influential she is! 🌟 It's like a power move in the political game. Can't wait to see how this shakes things up! 😎🔥,0.9837678307919331
0.25,0.05,0.0,0.0,0.0,0.05,0.05,0.1,Totally agree! Zelenskyy backing Harris shows she's got some real influence. It's like a political plot twist! 😄💥,-0.3311258278145695
0.18181818181818182,0.030303030303030304,0.0,0.030303030303030304,0.0,0.06060606060606061,0.06060606060606061,0.0,Totally agree! Zelenskyy backing Harris is like a power move! 💥 It’s all about building those global connections and making waves in politics. Love seeing this kind of international support! 🙌🌍,0.9837678307919331
0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,"Yeah, it's kinda wild seeing all these international shoutouts! 🌍 But hey, as long as it ain't messing with the election rules, it's all good, right? 🤷‍♂️ Politics is turning into a global party! 🎉",0.0
0.19230769230769232,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.15384615384615385,0.0,"Crazy how global politics works, right? 🌍 It's like a big game of chess, but with real stakes! Let's see where this leads! 🤔",0.9935419771485345
0.09375,0.03125,0.03125,0.0,0.0,0.03125,0.09375,0.0,Totally agree! Zelenskyy backing Harris is like a power move on the world stage! 🌍 It's cool seeing leaders team up across borders. Politics just got a lot more interesting! 🤝🔥,0.9894459102902374
0.2222222222222222,0.0,0.0,0.0,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,"Absolutely! 🙌 Zelenskyy's backing is a game-changer! It really highlights Harris's global reach and respect. Politics is wild, but this support is next level! 🌟",0.3303600925008259
0.08823529411764706,0.029411764705882353,0.0,0.0,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.0,"Totally agree! Zelenskyy making moves in Pennsylvania is just epic! 🌍 Harris must be doing something right to get that kind of support. Politics keeps getting crazier, but I'm here for it! 😄🔥",0.983284169124877
0.1388888888888889,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555,0.1388888888888889,0.0,Absolutely! 🌟 Zelenskyy showing support is like a huge international endorsement. It's like the world is watching and giving a nod of approval! 🌐 Can't wait to see how this shakes things up! 🚀,0.9928514694201748
0.10810810810810811,0.02702702702702703,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,"Totally agree! It's like a global team-up! 🌍🤝 Seeing leaders like Zelenskyy back Harris just shows how connected the world is. Politics is becoming more of a worldwide convo, and I'm here for it! 🙌✨",0.9818360333824251
0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,Absolutely! 🌟 Zelenskyy stepping in is like getting a VIP endorsement! Makes the political scene way more exciting. Can't wait to see how this shakes things up! 🎉,0.9904258831297458
0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.15384615384615385,0.11538461538461539,"Politics is def a rollercoaster! 🎢 Zelenskyy showing support is like a plot twist no one saw coming. Makes things a bit more interesting, right? 🤔",0.14232849416453172
0.08571428571428572,0.0,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.02857142857142857,"Yeah, it's pretty wild seeing all these international figures getting involved! 🌍 But honestly, it's not like Zelenskyy was out there waving campaign signs or anything 😂 Just a visit, not a rally!",0.32948929159802304
