bias words,assertatives,factives,hedges,implicatives,report verbs,positive opinion words,negative opinion words,message,polarity
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,"Unbelievable! He was part of MS-13? That gang is no joke, they’re known for some serious stuff. 🤯 Guess justice did its thing!",-0.975609756097561
0.25,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,Totally agree! MS-13 is notorious for their hardcore activities. Glad justice stepped up this time! 🙌,-0.984251968503937
0.29411764705882354,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,Absolutely! MS-13 has been causing chaos for too long. It's about time justice took action! 👏,-0.983284169124877
0.2916666666666667,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,"Absolutely! MS-13's reputation is wild, and it's about time justice took a stand. Let's hope this sends a strong message! 💪🔥",0.33068783068783064
0.25,0.0,0.05,0.05,0.0,0.05,0.0,0.05,Absolutely! MS-13 has been causing chaos for too long. It's about time we see some action against them! 👏💪,-0.9803921568627451
0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,"Exactly! MS-13 has been such a menace. Finally, some real action is happening! 🙌",-0.9861932938856016
0.25,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,"Exactly! MS-13 is a nightmare, and it's high time we see some real action against them. Let's keep the streets safe! 🙌",0.0
0.15625,0.0625,0.0,0.0625,0.0,0.0,0.09375,0.03125,"Crazy, right? But it seems like there's no actual conviction on record for him. 🤔 All this gang stuff is wild, but sometimes things aren't as clear as they seem.",0.49603174603174605
0.25,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,Totally agree! MS-13 has been causing chaos for too long. It's time they face the music. Let's keep the streets safer! 🙌🔒,-0.9765625
0.29411764705882354,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.029411764705882353,Totally agree! It's high time we see some real action. MS-13 has been a menace and it's great to see steps being taken against them. Let's keep the momentum going! 💪,0.0
0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,Do you think taking action against MS-13 will actually make a difference? 🤔,0.0
0.2,0.05,0.05,0.0,0.05,0.05,0.0,0.0,"Wait, but didn't they say there was no conviction? 🤔 How can we really know what's true here?",0.0
0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,"Justice should defo be served, but let's make sure the facts are straight first! 🤔",0.0
0.23076923076923078,0.038461538461538464,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,"Yeah, MS-13 is no joke. But if he ain't got a record, then what's the deal? 🤔 Let's see what the courts say.",-0.9746588693957114
0.24,0.04,0.04,0.0,0.04,0.08,0.04,0.0,Totally agree! MS-13 needs to be dealt with seriously. It's great to see some steps being taken. Let's keep this momentum going! 🚀,0.975609756097561
0.21875,0.0625,0.0,0.0,0.0,0.0625,0.0,0.03125,Totally agree! It's high time they face the consequences. 👊 These gangs have been a menace for way too long. Let's hope this is a step towards safer streets! 🚔,-0.9689922480620154
