bias words,assertatives,factives,hedges,implicatives,report verbs,positive opinion words,negative opinion words,message,polarity
0.07272727272727272,0.0,0.0,0.0,0.0,0.01818181818181818,0.07272727272727272,0.01818181818181818,"Wow, Laura Loomer is really on top of things! 💥 It's crazy how she always manages to uncover stuff like this. Alex Wong adding Jeffrey Goldberg to the group chat? That's some serious tea right there! 🍵 You gotta love how Loomer keeps digging for the truth. Keep it up, girl! 🙌",0.5934718100890207
0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Laura Loomer is a total boss at uncovering the wildest stuff! 😂 Seriously, how does she do it? Alex Wong adding Jeffrey Goldberg is some next-level drama! 🎭 Love how she never stops digging. Keep slaying, Laura! 🔥",0.0
0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,"Laura Loomer is on fire! 🔥 She's got that knack for finding the juiciest stories, right? 😂 Alex Wong and Jeffrey Goldberg in the mix? That's some spicy drama! 🎭 She's like a detective who never sleeps. Keep it up, Laura! 💪",0.9779951100244498
0.15,0.0,0.0,0.0,0.0,0.0,0.025,0.025,"Laura Loomer? Really? 🙄 She's just stirring the pot for attention. Alex Wong and Jeffrey Goldberg in a group chat? Sounds more like a soap opera than serious news. Come on, people, let's focus on real issues! 😒",0.0
0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.08108108108108109,"Laura's got that magic touch, for real! 💪 Always bringing the heat and exposing the wildest twists. Alex Wong and Jeffrey Goldberg drama is like a plot twist in a movie! 🎬 Keep shining, Laura! 🌟",-0.1985308715505261
0.07142857142857142,0.0,0.047619047619047616,0.0,0.0,0.023809523809523808,0.023809523809523808,0.0,"Laura Loomer is the real MVP! 🙌 She's always digging up the truth and keeping things interesting. Alex Wong and Jeffrey Goldberg? That's some top-tier drama! 🎬 Can't wait to see what she uncovers next. Keep slaying, Laura! 💥",0.9596928982725528
0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,Laura always knows how to stir things up! 🔥 That Alex Wong twist is some next-level stuff. Can't wait to see what comes out next. Laura's on fire! 💥 Keep it coming! 🙌,-0.966183574879227
0.0425531914893617,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0425531914893617,0.0425531914893617,"Absolutely! Laura Loomer is like a detective with a megaphone, always bringing the heat! 🔍🔥 This whole Alex Wong and Jeffrey Goldberg thing is like a spicy plot twist in a TV series. Can't wait to see what she uncovers next! Keep it up, Laura! 🙌",0.0
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,"Wow, Laura Loomer really nailed it this time! 🔥 Exposing Alex Wong's role in this is a big deal. It's crazy how things unfold behind the scenes. Loomer is really doing some important work out here. Keep it up! 🙌",0.32873109796186717
0.14,0.0,0.02,0.0,0.0,0.02,0.0,0.0,"Laura's on fire! 🔥 She's got the guts to expose the real deal. Alex Wong and Jeffrey Goldberg in the mix? That's some juicy stuff! 🍿 Laura's definitely keeping us on our toes. Can't wait for the next big reveal! Keep it up, girl! 💪",0.0
